Year,Month No,Month,BU,Doctor Name,Target Revenue,Target No. cases,Total Revenue,Credit Revenue,Cash Revenue,Total Leakage Revenue Losses,Doctor PMS %,No. Cases,No. Services,Charge per case,No. Booking,No. Planned booking Slots,No. follow-up visits,Service Leakage %,Cross Referral %,Patient Retention %,Patient Acquisition %,Actual COE Compliance %,Digital Actual CR%,Digital Target CR%,No. Missed Opportunity,No. Cancelled Clinics,Total Losses Revenue_Cancellation_Modification,No-Show %
2023,8,2023-08-01,HJH,Maged,224664.28,132,143344.69,86595.57,56749.12,6281.8,0.7597,108,159,1327.27,133,157,26,0.0438,0.2495,0.4652,0.5348,0.3561,0.2149,0.2637,16,5,34070.49,0.1028
2023,8,2023-08-01,HJH,Amany,198965.24,123,139710.28,47920.26,91790.02,6836.02,0.6972,83,203,1683.26,102,144,22,0.0489,0.0942,0.5729,0.4271,0.3539,0.2586,0.2397,25,2,19912.93,0.1548
2023,8,2023-08-01,HJH,Alaa,211358.73,126,152450.61,50709.12,101741.49,8706.86,0.7867,95,161,1604.74,110,160,34,0.0571,0.1071,0.6061,0.3939,0.6274,0.2216,0.2576,28,5,48255.26,0.0549
2023,8,2023-08-01,HJH,Ola,295085.6,172,214049.41,138370.41,75678.99,13039.3,0.7165,136,334,1573.89,167,207,35,0.0609,0.2747,0.5261,0.4739,0.4388,0.2763,0.2712,16,6,39416.72,0.1254
2023,9,2023-09-01,ASH,Ahmed,227138.92,157,200181.06,128314.38,71866.68,4233.63,0.8151,125,199,1601.45,153,188,30,0.0211,0.1878,0.5191,0.4809,0.4862,0.2847,0.2786,24,5,25121.78,0.1245
2023,9,2023-09-01,ASH,Omar,136342.23,94,117667.56,63171.03,54496.54,10556.59,0.6405,70,162,1680.97,89,120,20,0.0897,0.2785,0.6973,0.3027,0.4761,0.2389,0.2304,11,5,41610.04,0.1411
2023,9,2023-09-01,ASH,Youssef,186550.41,122,131003.95,52895.51,78108.44,5945.49,0.8143,99,172,1323.27,121,141,29,0.0454,0.0748,0.7333,0.2667,0.3563,0.2935,0.3084,11,4,29080.47,0.0651
2023,9,2023-09-01,ASH,Aly,198851.13,138,177934.88,95988.88,81945.99,11983.46,0.708,106,263,1678.63,142,171,38,0.0673,0.2198,0.6844,0.3156,0.662,0.1724,0.1912,17,1,6900.69,0.1743
2023,9,2023-09-01,ASH,Khaled,153320.49,105,133058.05,76853.34,56204.7,2248.15,0.7555,94,124,1415.51,114,130,38,0.0169,0.1976,0.7208,0.2792,0.8538,0.2801,0.2621,4,6,39610.46,0.0516
2023,9,2023-09-01,ASH,Mohamed,307709.59,191,275594.73,156096.64,119498.09,18217.48,0.9711,175,429,1574.83,205,229,43,0.0661,0.1425,0.7452,0.2548,0.758,0.1742,0.2117,6,6,19180.4,0.1236
2023,9,2023-09-01,ASH,Mahmoud,183139.9,118,136957.96,79953.2,57004.75,3242.4,0.6349,78,99,1755.87,106,143,22,0.0237,0.1874,0.4582,0.5418,0.584,0.1542,0.2014,10,5,24162.94,0.1557
2023,9,2023-09-01,ASH,Maged,215271.28,140,123593.72,51783.52,71810.2,6949.75,0.7223,95,201,1300.99,113,158,28,0.0562,0.1447,0.7239,0.2761,0.7639,0.2837,0.2857,11,5,42091.78,0.1332
2023,9,2023-09-01,ASH,Amany,239226.74,160,129449.78,41551.41,87898.37,10778.94,0.6302,111,178,1166.21,151,187,42,0.0833,0.2225,0.5244,0.4756,0.4577,0.2948,0.2487,20,2,21557.92,0.1789
2023,9,2023-09-01,ASH,Alaa,214271.09,132,151477.28,96675.76,54801.52,5162.17,0.8443,121,218,1251.88,142,169,44,0.0341,0.1944,0.5999,0.4001,0.8614,0.3435,0.2899,6,2,7927.26,0.1132
2023,9,2023-09-01,ASH,Ola,149286.18,95,129808.3,47098.86,82709.43,4366.6,0.6622,75,144,1730.78,87,113,26,0.0336,0.1573,0.4269,0.5731,0.8308,0.2225,0.2589,14,0,2265.31,0.0775
2023,9,2023-09-01,SMH,Ahmed,146734.96,115,107644.43,40930.15,66714.27,6916.18,0.8073,111,262,969.77,128,146,25,0.0643,0.121,0.7209,0.2791,0.7411,0.1804,0.2243,10,4,16536.46,0.0626
2023,9,2023-09-01,SMH,Omar,119283.41,94,73771.83,37844.88,35926.95,3695.44,0.8237,73,98,1010.57,94,109,13,0.0501,0.064,0.7251,0.2749,0.6746,0.2153,0.2844,7,0,2334.83,0.1271
2023,9,2023-09-01,SMH,Youssef,175838.23,137,145142.62,61180.77,83961.85,8250.91,0.7309,108,251,1343.91,143,171,43,0.0568,0.1865,0.4335,0.5665,0.4454,0.2826,0.24,15,6,30638.87,0.1653
2023,9,2023-09-01,SMH,Aly,156456.15,129,108200.05,43153.18,65046.88,8290.99,0.7378,96,126,1127.08,112,153,23,0.0766,0.0865,0.7068,0.2932,0.7132,0.3035,0.315,13,5,43872.78,0.0653
2023,9,2023-09-01,SMH,Khaled,181067.23,136,125625.31,79860.66,45764.64,3652.05,0.7079,94,218,1336.44,117,157,27,0.0291,0.0679,0.7422,0.2578,0.7323,0.2285,0.2548,13,5,44166.22,0.1065
2023,9,2023-09-01,SMH,Mohamed,129510.19,103,94145.33,54338.92,39806.41,8119.01,0.6911,83,200,1134.28,94,124,33,0.0862,0.1492,0.5594,0.4406,0.4223,0.2846,0.2752,22,1,6895.87,0.0627
2023,9,2023-09-01,SMH,Mahmoud,214605.02,168,120088.13,64441.68,55646.45,9386.54,0.6866,117,214,1026.39,131,190,38,0.0782,0.0808,0.7692,0.2308,0.8032,0.1974,0.1738,29,1,15453.11,0.0677
2023,9,2023-09-01,SMH,Maged,140171.89,105,80404.55,46361.73,34042.82,7083.67,0.6923,69,105,1165.28,80,118,19,0.0881,0.0506,0.7769,0.2231,0.7387,0.2266,0.2407,16,6,51748.65,0.1057
2023,9,2023-09-01,SMH,Amany,150804.15,124,123124.3,71172.97,51951.33,11686.48,0.7112,107,231,1150.69,120,151,36,0.0949,0.0788,0.5853,0.4147,0.6523,0.3014,0.2534,14,1,11234.24,0.0608
2023,9,2023-09-01,SMH,Alaa,127486.02,104,85441.22,36060.66,49380.56,6427.83,0.7222,75,155,1139.22,102,124,24,0.0752,0.1781,0.4946,0.5054,0.7129,0.2336,0.2593,15,4,39058.17,0.1415
2023,9,2023-09-01,SMH,Ola,101023.15,78,60683.93,28254.39,32429.54,1904.08,0.8132,59,100,1028.54,70,100,13,0.0314,0.0673,0.5923,0.4077,0.8477,0.2987,0.2528,10,5,38941.57,0.0975
2023,9,2023-09-01,HJH,Ahmed,249637.94,154,163894.76,79410.53,84484.23,9432.53,0.7256,108,184,1517.54,140,176,42,0.0576,0.1485,0.5525,0.4475,0.7069,0.3224,0.2709,24,1,15713.65,0.105
2023,9,2023-09-01,HJH,Omar,147407.52,95,109673.76,67233.51,42440.25,3437.23,0.9327,83,107,1321.37,92,120,15,0.0313,0.14,0.6657,0.3343,0.8438,0.2215,0.2358,17,0,2178.86,0.0732
2023,9,2023-09-01,HJH,Youssef,209599.82,126,172247.78,67236.57,105011.21,9889.31,0.7945,104,208,1656.23,132,151,30,0.0574,0.1761,0.7434,0.2566,0.5124,0.2439,0.2863,8,2,16236.01,0.1176
2023,9,2023-09-01,HJH,Aly,219118.48,131,147964.08,87276.23,60687.85,12928.64,0.7366,94,132,1574.09,122,164,20,0.0874,0.0681,0.7778,0.2222,0.6545,0.2113,0.2305,14,5,17276.2,0.1743
2023,9,2023-09-01,HJH,Khaled,289952.17,172,155022.74,99489.67,55533.07,14079.65,0.7404,120,232,1291.86,138,193,26,0.0908,0.2728,0.6166,0.3834,0.6189,0.2327,0.2636,38,6,64778.58,0.1083
2023,9,2023-09-01,HJH,Mohamed,206599.85,124,146558.32,72097.34,74460.98,3568.71,0.7598,114,189,1285.6,138,159,37,0.0244,0.0929,0.5487,0.4513,0.523,0.2156,0.2573,10,6,53484.14,0.1447
2023,9,2023-09-01,HJH,Mahmoud,206236.04,125,153710.85,79905.08,73805.77,8596.2,0.55,82,208,1874.52,105,150,27,0.0559,0.1354,0.6777,0.3223,0.5766,0.1676,0.2218,19,2,28964.63,0.1604
2023,9,2023-09-01,HJH,Maged,183377.24,107,107265.95,63925.05,43340.89,7861.35,0.6156,71,125,1510.79,90,124,27,0.0733,0.1835,0.4717,0.5283,0.5107,0.3138,0.3181,14,4,31856.16,0.1654
2023,9,2023-09-01,HJH,Amany,249842.02,147,194750.91,67791.27,126959.64,7431.12,0.7864,122,224,1596.32,152,183,46,0.0382,0.1125,0.6307,0.3693,0.6119,0.2369,0.2784,20,1,15002.58,0.0855
2023,9,2023-09-01,HJH,Alaa,231734.99,150,188424.92,79705.96,108718.97,7005.14,0.8772,122,216,1544.47,147,186,23,0.0372,0.2189,0.6292,0.3708,0.6498,0.3087,0.2989,19,5,44398.64,0.135
2023,9,2023-09-01,HJH,Ola,261145.59,168,181231.86,65271.62,115960.24,6671.8,0.7023,127,160,1427.02,172,211,50,0.0368,0.1254,0.5243,0.4757,0.6307,0.304,0.3098,24,1,15747.18,0.1599
2023,10,2023-10-01,ASH,Ahmed,180056.77,125,123046.82,52147.68,70899.14,7555.53,0.7693,93,200,1323.08,117,145,17,0.0614,0.1644,0.5543,0.4457,0.607,0.2487,0.2145,8,1,8995.28,0.1634
2023,10,2023-10-01,ASH,Omar,190824.45,126,149743.61,59960.15,89783.46,3161.39,0.828,101,195,1482.61,131,159,40,0.0211,0.1551,0.5322,0.4678,0.5422,0.3344,0.2907,15,6,55647.51,0.1581
2023,10,2023-10-01,ASH,Youssef,165007.51,114,89193.24,51306.67,37886.58,1898.78,0.6401,73,174,1221.83,98,144,26,0.0213,0.0587,0.6989,0.3011,0.7514,0.1332,0.1668,29,4,32744.88,0.1559
2023,10,2023-10-01,ASH,Aly,168084.57,115,87118.58,39326.08,47792.5,5980.52,0.55,72,94,1209.98,93,136,15,0.0686,0.2191,0.5199,0.4801,0.6573,0.2455,0.2164,27,4,23930.85,0.0892
2023,10,2023-10-01,ASH,Khaled,172047.33,121,165889.03,98424.41,67464.62,12114.54,0.8325,95,208,1746.2,122,140,38,0.073,0.2443,0.5909,0.4091,0.72,0.1997,0.1896,5,6,30431.44,0.1492
2023,10,2023-10-01,ASH,Mohamed,191274.73,128,148537.51,71073.7,77463.81,5653.59,0.8188,104,169,1428.25,122,153,20,0.0381,0.1585,0.5585,0.4415,0.5922,0.2942,0.2778,20,1,10626.82,0.103
2023,10,2023-10-01,ASH,Mahmoud,263099.2,173,195535.71,115528.73,80006.97,4578.22,0.6748,125,231,1564.29,139,193,42,0.0234,0.0604,0.4716,0.5284,0.5623,0.2025,0.2545,38,1,23327.71,0.059
2023,10,2023-10-01,ASH,Maged,190755.57,121,107951.02,52387.95,55563.07,6746.07,0.647,77,116,1401.96,101,139,28,0.0625,0.2664,0.5482,0.4518,0.7033,0.3727,0.312,19,1,10399.98,0.1597
2023,10,2023-10-01,ASH,Amany,174024.46,122,164976.68,62030.72,102945.96,4838.38,0.825,103,125,1601.72,116,146,26,0.0293,0.1127,0.6444,0.3556,0.7529,0.2615,0.2658,14,3,17240.22,0.08
2023,10,2023-10-01,ASH,Alaa,217554.51,136,115369.64,45904.61,69465.03,2830.1,0.6959,101,196,1142.27,121,152,38,0.0245,0.1462,0.433,0.567,0.4437,0.2922,0.2655,21,1,8484.68,0.1205
2023,10,2023-10-01,ASH,Ola,242551.78,158,170696.12,80568.66,90127.47,4694.98,0.6074,115,215,1484.31,146,189,27,0.0275,0.1819,0.556,0.444,0.7085,0.2482,0.2826,12,4,16622.99,0.1493
2023,10,2023-10-01,SMH,Ahmed,165612.16,133,121652.87,61886.17,59766.71,2374.17,0.7108,107,221,1136.94,129,148,25,0.0195,0.1149,0.4506,0.5494,0.7146,0.2397,0.299,6,4,19873.69,0.1259
2023,10,2023-10-01,SMH,Omar,129123.34,104,94730.83,30758.88,63971.96,5759.93,0.7528,76,164,1246.46,103,127,15,0.0608,0.202,0.5409,0.4591,0.6165,0.2549,0.2824,13,2,19781.59,0.1672
2023,10,2023-10-01,SMH,Youssef,179069.85,144,125088.23,79345.3,45742.93,4136.78,0.8091,115,223,1087.72,142,161,23,0.0331,0.2426,0.4541,0.5459,0.5285,0.1896,0.1708,9,1,5743.35,0.1523
2023,10,2023-10-01,SMH,Aly,134037.5,104,96999.67,55006.82,41992.84,5704.07,0.8473,84,136,1154.76,99,124,27,0.0588,0.1639,0.4872,0.5128,0.6146,0.2978,0.2657,17,2,21577.18,0.089
2023,10,2023-10-01,SMH,Khaled,187322.95,154,126757.89,73999.5,52758.39,9470.68,0.8668,131,289,967.62,163,185,50,0.0747,0.1385,0.7297,0.2703,0.8329,0.2956,0.2614,8,2,14553.82,0.1679
2023,10,2023-10-01,SMH,Mohamed,201380.59,150,142468.16,78004.4,64463.76,6946.97,0.7388,105,128,1356.84,131,179,23,0.0488,0.1055,0.4305,0.5695,0.7685,0.204,0.2044,27,0,7736.41,0.081
2023,10,2023-10-01,SMH,Mahmoud,135328.3,105,59143.84,19802.59,39341.25,5077.95,0.55,61,97,969.57,82,119,23,0.0859,0.2423,0.505,0.495,0.6526,0.1931,0.24,21,4,41441.61,0.1665
2023,10,2023-10-01,SMH,Maged,129826.76,99,87016.97,32660.06,54356.92,6484.22,0.8484,79,179,1101.48,91,114,18,0.0745,0.0656,0.4971,0.5029,0.4955,0.2565,0.2253,6,4,21963.92,0.0617
2023,10,2023-10-01,SMH,Amany,138631.38,112,116108.28,69917.99,46190.29,4604.12,0.7585,86,135,1350.1,109,135,34,0.0397,0.0484,0.6862,0.3138,0.7734,0.1962,0.1687,15,2,15496.62,0.1117
2023,10,2023-10-01,SMH,Alaa,168914.71,136,119440.04,62324.36,57115.68,11136.52,0.5605,86,207,1388.84,117,153,17,0.0932,0.2374,0.5048,0.4952,0.4615,0.3515,0.3024,20,6,50172.09,0.1556
2023,10,2023-10-01,SMH,Ola,98509.64,79,84806.74,29195.22,55611.52,7504.01,0.6855,64,120,1325.11,72,97,13,0.0885,0.1026,0.4439,0.5561,0.5731,0.2757,0.2767,10,5,14635.39,0.0604
2023,10,2023-10-01,HJH,Ahmed,296265.55,192,184326.84,101226.64,83100.19,6445.59,0.7175,137,162,1345.45,164,227,49,0.035,0.1958,0.4668,0.5332,0.6648,0.2646,0.2257,29,6,49539.39,0.1076
2023,10,2023-10-01,HJH,Omar,263519.43,155,181003.16,94148.24,86854.92,10974.45,0.6603,124,161,1459.7,154,188,23,0.0606,0.174,0.6403,0.3597,0.4712,0.1669,0.1742,12,6,24879.47,0.0926
2023,10,2023-10-01,HJH,Youssef,244588.75,145,204270.04,131824.05,72445.99,18233.71,0.9137,128,181,1595.86,142,173,38,0.0893,0.0939,0.4931,0.5069,0.8514,0.2524,0.2901,19,3,19475.23,0.0694
2023,10,2023-10-01,HJH,Aly,259622.97,150,147853.36,57439.11,90414.25,5003.19,0.6936,111,160,1332.01,140,192,26,0.0338,0.1799,0.653,0.347,0.3954,0.2684,0.235,38,3,34691.71,0.1571
2023,10,2023-10-01,HJH,Khaled,323964.34,203,177969.33,60998.75,116970.58,11302.82,0.7005,143,281,1244.54,189,243,53,0.0635,0.2103,0.7115,0.2885,0.3528,0.2218,0.2407,39,5,41123.67,0.1276
2023,10,2023-10-01,HJH,Mohamed,286104.45,171,174278.54,86360.59,87917.95,8650.21,0.6281,121,227,1440.32,149,217,30,0.0496,0.2748,0.5997,0.4003,0.8659,0.187,0.205,31,2,25721.11,0.0733
2023,10,2023-10-01,HJH,Mahmoud,268204.41,156,179109.73,60267.43,118842.3,11809.09,0.6948,116,258,1544.05,148,185,26,0.0659,0.0531,0.4859,0.5141,0.5992,0.1788,0.1862,11,3,11289.14,0.1067
2023,10,2023-10-01,HJH,Maged,246581.91,156,159816.66,85442.87,74373.79,13072.41,0.7938,122,268,1309.97,158,195,46,0.0818,0.1752,0.6587,0.3413,0.4626,0.2404,0.3197,23,1,8242.12,0.1095
2023,10,2023-10-01,HJH,Amany,323477.54,188,289253.6,176370.35,112883.24,6793.29,0.7406,154,243,1878.27,183,229,28,0.0235,0.1505,0.6748,0.3252,0.6043,0.227,0.2605,26,2,30165.76,0.0623
2023,10,2023-10-01,HJH,Alaa,208992.52,126,156522.27,90821.88,65700.39,6394.51,0.649,98,248,1597.17,122,161,19,0.0409,0.2685,0.5573,0.4427,0.5614,0.2232,0.1885,26,0,5656.72,0.1451
2023,10,2023-10-01,HJH,Ola,232075.07,137,160115.07,78139.53,81975.53,6373.88,0.9034,124,261,1291.25,143,165,26,0.0398,0.1997,0.7195,0.2805,0.6217,0.2737,0.2383,10,4,26956.41,0.087
2023,11,2023-11-01,ASH,Ahmed,222910.85,152,145756.74,78304.05,67452.69,10188.24,0.7132,126,224,1156.8,159,182,37,0.0699,0.1911,0.6089,0.3911,0.5041,0.2664,0.23,11,1,12266.29,0.1298
2023,11,2023-11-01,ASH,Omar,158262.03,105,108544.15,68938.42,39605.73,2448.62,0.869,92,114,1179.83,117,133,29,0.0226,0.1008,0.5117,0.4883,0.3933,0.1927,0.2406,9,1,10876.23,0.118
2023,11,2023-11-01,ASH,Youssef,146006.2,99,85277.33,36568.13,48709.2,7874.3,0.6343,60,120,1421.29,81,116,13,0.0923,0.0844,0.6889,0.3111,0.6701,0.2389,0.2995,18,0,2138.56,0.164
2023,11,2023-11-01,ASH,Aly,254136.86,157,183315.51,89711.23,93604.27,8039.91,0.767,121,308,1515.0,146,184,41,0.0439,0.1348,0.529,0.471,0.4163,0.1298,0.1622,9,1,9944.65,0.1399
2023,11,2023-11-01,ASH,Khaled,275704.75,190,200547.73,124658.29,75889.44,9776.77,0.6086,136,326,1474.62,155,218,53,0.0488,0.2173,0.5803,0.4197,0.6071,0.1554,0.1631,23,2,22751.65,0.0814
2023,11,2023-11-01,ASH,Mohamed,175773.8,112,125658.68,61122.64,64536.05,11927.79,0.6667,90,161,1396.21,101,133,24,0.0949,0.1632,0.6809,0.3191,0.8457,0.3476,0.3048,11,0,2978.6,0.0633
2023,11,2023-11-01,ASH,Mahmoud,232849.55,154,150701.02,66988.13,83712.9,7519.74,0.6996,125,305,1205.61,146,180,44,0.0499,0.1526,0.5777,0.4223,0.619,0.2688,0.254,24,6,55303.37,0.0848
2023,11,2023-11-01,ASH,Maged,145620.67,96,138518.69,60210.6,78308.09,12837.27,0.7184,80,141,1731.48,104,117,18,0.0927,0.2058,0.451,0.549,0.6059,0.154,0.1877,6,6,34842.02,0.144
2023,11,2023-11-01,ASH,Amany,196242.9,123,125847.36,53688.22,72159.14,6956.63,0.8121,97,163,1297.4,113,154,25,0.0553,0.0674,0.5016,0.4984,0.6479,0.2847,0.2378,26,6,27512.93,0.1224
2023,11,2023-11-01,ASH,Alaa,183650.54,116,111362.16,70532.42,40829.74,10246.63,0.815,93,189,1197.44,116,130,38,0.092,0.2276,0.6395,0.3605,0.8049,0.1768,0.1763,7,1,9236.01,0.1609
2023,11,2023-11-01,ASH,Ola,192071.37,129,142254.76,87804.32,54450.44,3701.72,0.718,89,168,1598.37,108,151,25,0.026,0.1398,0.6969,0.3031,0.48,0.2616,0.2895,21,0,9166.93,0.088
2023,11,2023-11-01,SMH,Ahmed,173117.94,139,105438.91,60595.73,44843.17,5034.15,0.6149,91,204,1158.67,121,159,34,0.0477,0.2307,0.5502,0.4498,0.3658,0.1383,0.1833,24,0,4588.25,0.1364
2023,11,2023-11-01,SMH,Omar,162827.98,127,131293.47,46237.8,85055.68,9462.26,0.8043,103,218,1274.69,116,162,31,0.0721,0.111,0.5647,0.4353,0.7109,0.2205,0.2486,28,2,10654.2,0.058
2023,11,2023-11-01,SMH,Youssef,161286.14,129,147487.42,65478.71,82008.71,6285.92,0.8392,105,219,1404.64,125,152,35,0.0426,0.2261,0.7372,0.2628,0.3947,0.2277,0.246,16,1,10962.54,0.0691
2023,11,2023-11-01,SMH,Aly,130105.14,102,67352.63,43159.29,24193.34,2310.68,0.6608,66,148,1020.49,82,117,23,0.0343,0.2769,0.4598,0.5402,0.3818,0.2267,0.2197,14,0,4774.16,0.1217
2023,11,2023-11-01,SMH,Khaled,187001.1,141,132040.73,42732.34,89308.39,8611.64,0.6595,97,249,1361.24,125,167,31,0.0652,0.1241,0.5224,0.4776,0.7659,0.2888,0.2744,25,4,32864.68,0.1458
2023,11,2023-11-01,SMH,Mohamed,161357.0,136,140356.84,52860.57,87496.27,12082.02,0.7426,107,141,1311.75,141,173,30,0.0861,0.1286,0.6095,0.3905,0.6618,0.2254,0.243,12,3,25405.5,0.157
2023,11,2023-11-01,SMH,Mahmoud,213197.13,178,162966.58,99091.68,63874.9,11629.62,0.9447,161,378,1012.21,186,206,33,0.0714,0.091,0.5904,0.4096,0.7456,0.285,0.3111,14,4,33716.11,0.1136
2023,11,2023-11-01,SMH,Maged,138745.76,106,124036.98,68210.93,55826.05,3271.0,0.7805,85,145,1459.26,103,127,16,0.0264,0.2546,0.7401,0.2599,0.4643,0.2823,0.2911,7,2,6818.76,0.0552
2023,11,2023-11-01,SMH,Amany,172129.03,132,125813.54,51884.11,73929.42,6967.69,0.7547,106,242,1186.92,126,155,30,0.0554,0.1478,0.7319,0.2681,0.5224,0.3021,0.288,13,1,10998.28,0.1235
2023,11,2023-11-01,SMH,Alaa,102160.86,78,91952.75,38309.46,53643.29,6583.07,0.8173,66,138,1393.22,84,93,13,0.0716,0.1742,0.4893,0.5107,0.6779,0.1952,0.2523,4,1,8580.77,0.1657
2023,11,2023-11-01,SMH,Ola,109985.47,83,66218.98,37682.27,28536.71,3346.6,0.608,49,59,1351.41,68,97,15,0.0505,0.1364,0.4362,0.5638,0.8068,0.155,0.1637,13,6,38805.68,0.1717
2023,11,2023-11-01,HJH,Ahmed,194492.86,121,118962.78,73807.2,45155.59,3394.64,0.6964,86,119,1383.29,105,149,22,0.0285,0.0465,0.4411,0.5589,0.5567,0.1976,0.2112,18,3,33899.85,0.0629
2023,11,2023-11-01,HJH,Omar,140958.46,92,113660.58,59436.97,54223.6,5931.48,0.6642,66,124,1722.13,84,116,19,0.0522,0.1378,0.5041,0.4959,0.8197,0.2403,0.2031,18,1,15392.42,0.1478
2023,11,2023-11-01,HJH,Youssef,194074.94,112,107820.61,35644.33,72176.28,8362.77,0.6855,80,166,1347.76,103,137,22,0.0776,0.2588,0.5826,0.4174,0.3505,0.2632,0.2343,13,1,8321.27,0.1029
2023,11,2023-11-01,HJH,Aly,249647.04,158,205107.47,118919.49,86187.98,5725.23,0.6979,115,298,1783.54,134,180,22,0.0279,0.0615,0.6714,0.3286,0.7902,0.3311,0.276,31,1,25183.65,0.0826
2023,11,2023-11-01,HJH,Khaled,255796.08,161,218227.79,122186.98,96040.81,6950.54,0.8568,129,331,1691.69,167,188,33,0.0318,0.2594,0.4681,0.5319,0.8388,0.1936,0.2574,5,1,7906.83,0.1729
2023,11,2023-11-01,HJH,Mohamed,362962.04,214,247974.56,117104.93,130869.63,12551.02,0.5973,150,363,1653.16,192,242,61,0.0506,0.1303,0.6365,0.3635,0.555,0.3282,0.2943,37,0,20355.6,0.1011
2023,11,2023-11-01,HJH,Mahmoud,314388.5,190,203120.75,119191.49,83929.26,16183.27,0.5542,120,257,1692.67,148,217,49,0.0797,0.2722,0.4332,0.5668,0.6112,0.2788,0.2726,17,6,43063.03,0.1466
2023,11,2023-11-01,HJH,Maged,188581.54,123,154696.78,65717.27,88979.52,3907.6,0.66,97,205,1594.81,119,146,23,0.0253,0.1768,0.5021,0.4979,0.6272,0.2385,0.2852,15,5,40408.91,0.1142
2023,11,2023-11-01,HJH,Amany,316121.14,196,287087.38,181693.37,105394.0,27160.91,0.7048,155,323,1852.18,179,220,53,0.0946,0.152,0.5501,0.4499,0.7523,0.2565,0.3014,15,3,22476.84,0.109
2023,11,2023-11-01,HJH,Alaa,199569.96,130,169481.76,55459.25,114022.5,5931.65,0.657,99,120,1711.94,114,157,25,0.035,0.1902,0.4548,0.5452,0.6044,0.2941,0.2893,24,2,21955.28,0.0606
2023,11,2023-11-01,HJH,Ola,256284.12,155,178559.55,60465.49,118094.05,13593.36,0.6466,102,168,1750.58,131,178,32,0.0761,0.0605,0.4418,0.5582,0.3677,0.2377,0.2101,13,1,9653.93,0.0943
2023,12,2023-12-01,ASH,Ahmed,162771.25,113,114561.11,63315.34,51245.77,8610.08,0.6001,77,164,1487.81,103,138,24,0.0752,0.1983,0.4238,0.5762,0.5535,0.3292,0.2872,19,2,20881.27,0.1314
2023,12,2023-12-01,ASH,Omar,137268.55,94,102729.08,64484.1,38244.97,6251.78,0.7131,68,90,1510.72,85,108,16,0.0609,0.141,0.6809,0.3191,0.5857,0.2205,0.1989,6,2,14579.74,0.0927
2023,12,2023-12-01,ASH,Youssef,239339.6,160,178856.86,98038.14,80818.72,2798.49,0.8874,146,333,1225.05,167,195,50,0.0156,0.0538,0.6026,0.3974,0.7926,0.2795,0.2974,9,1,8144.77,0.0905
2023,12,2023-12-01,ASH,Aly,164883.22,102,112009.98,60566.26,51443.72,7200.93,0.6739,74,190,1513.65,92,121,16,0.0643,0.149,0.7041,0.2959,0.3724,0.1467,0.1951,10,1,7614.47,0.1368
2023,12,2023-12-01,ASH,Khaled,270531.99,181,160272.96,94432.72,65840.24,3349.46,0.5808,127,283,1261.99,172,202,26,0.0209,0.1097,0.49,0.51,0.6604,0.2174,0.2825,7,1,5575.59,0.1738
2023,12,2023-12-01,ASH,Mohamed,212364.0,149,137365.43,51079.22,86286.21,9505.16,0.7397,120,172,1144.71,143,168,44,0.0692,0.0666,0.757,0.243,0.5117,0.2211,0.1984,14,4,41003.76,0.0942
2023,12,2023-12-01,ASH,Mahmoud,252988.58,169,245721.75,144176.05,101545.7,15471.61,0.9533,150,373,1638.14,182,205,35,0.063,0.0511,0.6418,0.3582,0.4502,0.2715,0.2457,9,0,2294.35,0.0585
2023,12,2023-12-01,ASH,Maged,149153.6,104,100549.74,49739.92,50809.82,5599.52,0.8298,85,125,1182.94,107,122,28,0.0557,0.1622,0.5995,0.4005,0.5961,0.1942,0.2115,8,5,45529.54,0.1759
2023,12,2023-12-01,ASH,Amany,259736.61,173,148713.76,86701.58,62012.17,5871.21,0.7108,117,144,1271.06,152,196,37,0.0395,0.2645,0.5547,0.4453,0.6418,0.143,0.1815,20,2,10308.39,0.1698
2023,12,2023-12-01,ASH,Alaa,195298.55,134,180870.12,98643.54,82226.59,6095.91,0.8109,110,193,1644.27,135,163,29,0.0337,0.0598,0.7233,0.2767,0.6218,0.2902,0.263,19,0,5537.94,0.1054
2023,12,2023-12-01,ASH,Ola,225251.35,144,176692.35,74993.89,101698.46,16757.44,0.8022,107,172,1651.33,129,178,38,0.0948,0.2176,0.7485,0.2515,0.3545,0.2329,0.2079,31,3,41398.16,0.0756
2023,12,2023-12-01,SMH,Ahmed,216107.93,166,142074.86,73711.74,68363.12,7523.58,0.8047,140,316,1014.82,172,206,51,0.053,0.2218,0.6801,0.3199,0.5945,0.2554,0.2867,11,6,53887.22,0.1114
2023,12,2023-12-01,SMH,Omar,139087.63,106,84316.39,28557.38,55759.0,6892.35,0.7198,84,168,1003.77,107,136,23,0.0817,0.2046,0.5652,0.4348,0.7627,0.2206,0.246,7,6,17082.22,0.1226
2023,12,2023-12-01,SMH,Youssef,144777.78,122,103957.29,54490.76,49466.53,4773.17,0.7037,91,181,1142.39,111,137,23,0.0459,0.2709,0.65,0.35,0.5115,0.1975,0.1874,8,6,43808.77,0.1539
2023,12,2023-12-01,SMH,Aly,122555.42,99,69741.04,33262.95,36478.09,1107.75,0.585,64,94,1089.7,86,119,25,0.0159,0.1339,0.7763,0.2237,0.4184,0.2461,0.2269,14,6,27858.63,0.1685
